circuit,num_qubits,num_nodes,num_quantum_nodes,num_classical_nodes,num_edges,k,overhead,capacity,optimal_cost,heuristic_cost,ratio,brute_force_time,heuristic_time,method,optimal_qubit_counts,heuristic_qubit_counts,optimal_classical_counts,heuristic_classical_counts
ae_indep_qiskit_7,7,201,194,7,167,3,1.2,3,190.0,90.0,0.4736842105263157,600.0002670288086,0.002932071685791,NODE-LEVEL-TIMED,"[3, 3, 3]","[3, 3, 3]","[3, 2, 2]","[5, 1, 1]"
ae_indep_qiskit_7,7,201,194,7,167,3,1.3,4,340.0,150.0,0.4411764705882353,600.0003299713135,0.0025551319122314,NODE-LEVEL-TIMED,"[4, 4, 4]","[4, 4, 4]","[3, 2, 2]","[4, 2, 1]"
ae_indep_qiskit_8,8,255,247,8,212,3,1.0,3,240.0,90.0,0.375,600.0003221035004,0.0045809745788574,NODE-LEVEL-TIMED,"[3, 3, 3]","[3, 3, 3]","[2, 3, 3]","[6, 1, 1]"
ae_indep_qiskit_8,8,255,247,8,212,3,1.1,3,240.0,90.0,0.375,600.0003106594086,0.0044970512390136,NODE-LEVEL-TIMED,"[3, 3, 3]","[3, 3, 3]","[2, 3, 3]","[6, 1, 1]"
ae_indep_qiskit_8,8,255,247,8,212,3,1.2,4,330.0,230.0,0.696969696969697,600.0003440380096,0.0045697689056396,NODE-LEVEL-TIMED,"[4, 4, 4]","[4, 4, 3]","[4, 3, 1]","[4, 2, 2]"
ae_indep_qiskit_8,8,255,247,8,212,3,1.3,4,330.0,230.0,0.696969696969697,600.0003490447998,0.0045230388641357,NODE-LEVEL-TIMED,"[4, 4, 4]","[4, 4, 3]","[4, 3, 1]","[4, 2, 2]"
ae_indep_qiskit_9,9,315,306,9,262,3,1.0,3,330.0,90.0,0.2727272727272727,2.3594141006469727,0.007106065750122,NODE-LEVEL-TIMED,"[3, 3, 3]","[3, 3, 3]","[3, 3, 3]","[7, 1, 1]"
ae_indep_qiskit_9,9,315,306,9,262,3,1.1,4,310.0,150.0,0.4838709677419355,600.0003941059113,0.0064127445220947,NODE-LEVEL-TIMED,"[4, 4, 4]","[4, 4, 4]","[2, 3, 4]","[6, 2, 1]"
ae_indep_qiskit_9,9,315,306,9,262,3,1.2,4,310.0,150.0,0.4838709677419355,600.0004210472107,0.0063059329986572,NODE-LEVEL-TIMED,"[4, 4, 4]","[4, 4, 4]","[2, 3, 4]","[6, 2, 1]"
ae_indep_qiskit_9,9,315,306,9,262,3,1.3,4,310.0,150.0,0.4838709677419355,600.0005040168762,0.0062301158905029,NODE-LEVEL-TIMED,"[4, 4, 4]","[4, 4, 4]","[2, 3, 4]","[6, 2, 1]"
dj_indep_qiskit_10,10,92,83,9,73,3,1.0,4,30.0,50.0,1.6666666666666667,600.0002479553223,0.00083589553833,NODE-LEVEL-TIMED,"[4, 4, 4]","[4, 4, 4]","[3, 3, 3]","[4, 2, 3]"
dj_indep_qiskit_10,10,92,83,9,73,3,1.1,4,30.0,50.0,1.6666666666666667,600.0001442432404,0.0008370876312255,NODE-LEVEL-TIMED,"[4, 4, 4]","[4, 4, 4]","[3, 3, 3]","[4, 2, 3]"
dj_indep_qiskit_10,10,92,83,9,73,3,1.2,4,30.0,50.0,1.6666666666666667,600.0001363754272,0.0008339881896972,NODE-LEVEL-TIMED,"[4, 4, 4]","[4, 4, 4]","[3, 3, 3]","[4, 2, 3]"
dj_indep_qiskit_10,10,92,83,9,73,3,1.3,5,60.0,40.0,0.6666666666666666,600.0001690387726,0.0008339881896972,NODE-LEVEL-TIMED,"[5, 5, 5]","[5, 3, 5]","[3, 3, 3]","[4, 1, 4]"
dj_indep_qiskit_6,6,52,47,5,41,3,1.0,2,40.0,20.0,0.5,0.0139729976654052,0.0004692077636718,NODE-LEVEL-TIMED,"[2, 2, 2]","[2, 2, 2]","[1, 2, 2]","[3, 1, 1]"
dj_indep_qiskit_6,6,52,47,5,41,3,1.1,3,10.0,40.0,4.0,0.6889269351959229,0.0004549026489257,NODE-LEVEL-TIMED,"[3, 3, 1]","[3, 3, 3]","[2, 2, 1]","[2, 1, 2]"
dj_indep_qiskit_6,6,52,47,5,41,3,1.2,3,10.0,40.0,4.0,0.6725990772247314,0.0004620552062988,NODE-LEVEL-TIMED,"[3, 3, 1]","[3, 3, 3]","[2, 2, 1]","[2, 1, 2]"
dj_indep_qiskit_6,6,52,47,5,41,3,1.3,3,10.0,40.0,4.0,0.682013988494873,0.0004718303680419,NODE-LEVEL-TIMED,"[3, 3, 1]","[3, 3, 3]","[2, 2, 1]","[2, 1, 2]"
dj_indep_qiskit_7,7,62,56,6,49,3,1.0,3,20.0,40.0,2.0,0.5320398807525635,0.0005939006805419,NODE-LEVEL-TIMED,"[3, 3, 3]","[3, 3, 3]","[2, 2, 2]","[3, 1, 2]"
dj_indep_qiskit_7,7,62,56,6,49,3,1.1,3,20.0,40.0,2.0,0.5360898971557617,0.0005440711975097,NODE-LEVEL-TIMED,"[3, 3, 3]","[3, 3, 3]","[2, 2, 2]","[3, 1, 2]"
dj_indep_qiskit_7,7,62,56,6,49,3,1.2,3,20.0,40.0,2.0,0.5417230129241943,0.0006020069122314,NODE-LEVEL-TIMED,"[3, 3, 3]","[3, 3, 3]","[2, 2, 2]","[3, 1, 2]"
dj_indep_qiskit_7,7,62,56,6,49,3,1.3,4,10.0,30.0,3.0,5.587784767150879,0.0005698204040527,NODE-LEVEL-TIMED,"[4, 3, 1]","[4, 2, 4]","[3, 2, 1]","[3, 0, 3]"
dj_indep_qiskit_8,8,72,65,7,57,3,1.0,3,30.0,40.0,1.3333333333333333,9.304248809814451,0.0006759166717529,NODE-LEVEL-TIMED,"[3, 3, 3]","[3, 3, 3]","[3, 2, 2]","[4, 1, 2]"
dj_indep_qiskit_8,8,72,65,7,57,3,1.1,3,30.0,40.0,1.3333333333333333,9.35407018661499,0.0006499290466308,NODE-LEVEL-TIMED,"[3, 3, 3]","[3, 3, 3]","[3, 2, 2]","[4, 1, 2]"
dj_indep_qiskit_8,8,72,65,7,57,3,1.2,4,10.0,40.0,4.0,257.3620979785919,0.0006442070007324,NODE-LEVEL-TIMED,"[4, 4, 1]","[4, 4, 4]","[3, 3, 1]","[3, 1, 3]"
dj_indep_qiskit_8,8,72,65,7,57,3,1.3,4,10.0,40.0,4.0,257.4794738292694,0.0006477832794189,NODE-LEVEL-TIMED,"[4, 4, 1]","[4, 4, 4]","[3, 3, 1]","[3, 1, 3]"
dj_indep_qiskit_9,9,82,74,8,65,3,1.0,3,60.0,40.0,0.6666666666666666,600.0001380443573,0.0007810592651367,NODE-LEVEL-TIMED,"[3, 3, 3]","[3, 3, 3]","[2, 3, 3]","[5, 1, 2]"
dj_indep_qiskit_9,9,82,74,8,65,3,1.1,4,20.0,50.0,2.5,600.0001308917999,0.0007510185241699,NODE-LEVEL-TIMED,"[4, 4, 4]","[4, 4, 4]","[3, 2, 3]","[3, 2, 3]"
dj_indep_qiskit_9,9,82,74,8,65,3,1.2,4,20.0,50.0,2.5,600.0001540184021,0.0006899833679199,NODE-LEVEL-TIMED,"[4, 4, 4]","[4, 4, 4]","[3, 2, 3]","[3, 2, 3]"
dj_indep_qiskit_9,9,82,74,8,65,3,1.3,4,20.0,50.0,2.5,600.0001339912415,0.0007359981536865,NODE-LEVEL-TIMED,"[4, 4, 4]","[4, 4, 4]","[3, 2, 3]","[3, 2, 3]"
ghz_indep_qiskit_10,10,75,65,10,56,3,1.0,4,20.0,20.0,1.0,12.921410083770752,0.0007266998291015,NODE-LEVEL-TIMED,"[4, 4, 3]","[4, 4, 4]","[4, 3, 3]","[4, 3, 3]"
ghz_indep_qiskit_10,10,75,65,10,56,3,1.1,4,20.0,20.0,1.0,12.937233924865724,0.0007169246673583,NODE-LEVEL-TIMED,"[4, 4, 3]","[4, 4, 4]","[4, 3, 3]","[4, 3, 3]"
ghz_indep_qiskit_10,10,75,65,10,56,3,1.2,4,20.0,20.0,1.0,12.863006114959717,0.0007081031799316,NODE-LEVEL-TIMED,"[4, 4, 3]","[4, 4, 4]","[4, 3, 3]","[4, 3, 3]"
ghz_indep_qiskit_10,10,75,65,10,56,3,1.3,5,10.0,20.0,2.0,98.42781829833984,0.0007209777832031,NODE-LEVEL-TIMED,"[5, 5, 2]","[5, 5, 2]","[4, 5, 1]","[5, 4, 1]"
ghz_indep_qiskit_6,6,43,37,6,32,3,1.0,2,20.0,20.0,1.0,0.0284779071807861,0.0003628730773925,NODE-LEVEL-TIMED,"[2, 2, 2]","[2, 2, 2]","[2, 2, 2]","[4, 1, 1]"
ghz_indep_qiskit_6,6,43,37,6,32,3,1.1,3,10.0,20.0,2.0,0.0812928676605224,0.000370979309082,NODE-LEVEL-TIMED,"[3, 2, 3]","[3, 3, 2]","[3, 1, 2]","[3, 2, 1]"
ghz_indep_qiskit_6,6,43,37,6,32,3,1.2,3,10.0,20.0,2.0,0.0815489292144775,0.0003702640533447,NODE-LEVEL-TIMED,"[3, 2, 3]","[3, 3, 2]","[3, 1, 2]","[3, 2, 1]"
ghz_indep_qiskit_6,6,43,37,6,32,3,1.3,3,10.0,20.0,2.0,0.0817618370056152,0.0003910064697265,NODE-LEVEL-TIMED,"[3, 2, 3]","[3, 3, 2]","[3, 1, 2]","[3, 2, 1]"
ghz_indep_qiskit_7,7,51,44,7,38,3,1.0,3,20.0,20.0,1.0,0.8535501956939697,0.0004827976226806,NODE-LEVEL-TIMED,"[3, 3, 3]","[3, 3, 3]","[3, 2, 2]","[3, 2, 2]"
ghz_indep_qiskit_7,7,51,44,7,38,3,1.1,3,20.0,20.0,1.0,0.8502018451690674,0.000472068786621,NODE-LEVEL-TIMED,"[3, 3, 3]","[3, 3, 3]","[3, 2, 2]","[3, 2, 2]"
ghz_indep_qiskit_7,7,51,44,7,38,3,1.2,3,20.0,20.0,1.0,0.8439919948577881,0.0004768371582031,NODE-LEVEL-TIMED,"[3, 3, 3]","[3, 3, 3]","[3, 2, 2]","[3, 2, 2]"
ghz_indep_qiskit_7,7,51,44,7,38,3,1.3,4,10.0,20.0,2.0,3.225954055786133,0.0005021095275878,NODE-LEVEL-TIMED,"[3, 2, 4]","[4, 4, 1]","[3, 1, 3]","[4, 3, 0]"
ghz_indep_qiskit_8,8,59,51,8,44,3,1.0,3,20.0,20.0,1.0,0.2459819316864013,0.0005092620849609,NODE-LEVEL-TIMED,"[3, 3, 3]","[3, 3, 3]","[3, 3, 2]","[4, 2, 2]"
ghz_indep_qiskit_8,8,59,51,8,44,3,1.1,3,20.0,20.0,1.0,0.2405850887298584,0.0005159378051757,NODE-LEVEL-TIMED,"[3, 3, 3]","[3, 3, 3]","[3, 3, 2]","[4, 2, 2]"
ghz_indep_qiskit_8,8,59,51,8,44,3,1.2,4,10.0,20.0,2.0,4.745661020278931,0.0005731582641601,NODE-LEVEL-TIMED,"[4, 4, 2]","[4, 4, 2]","[4, 3, 1]","[4, 3, 1]"
ghz_indep_qiskit_8,8,59,51,8,44,3,1.3,4,10.0,20.0,2.0,4.750947713851929,0.0005567073822021,NODE-LEVEL-TIMED,"[4, 4, 2]","[4, 4, 2]","[4, 3, 1]","[4, 3, 1]"
ghz_indep_qiskit_9,9,67,58,9,50,3,1.0,3,20.0,20.0,1.0,0.166008710861206,0.0005841255187988,NODE-LEVEL-TIMED,"[3, 3, 3]","[3, 3, 3]","[3, 3, 3]","[5, 2, 2]"
ghz_indep_qiskit_9,9,67,58,9,50,3,1.1,4,20.0,20.0,1.0,4.89005184173584,0.0006389617919921,NODE-LEVEL-TIMED,"[4, 4, 4]","[4, 4, 3]","[4, 2, 3]","[4, 3, 2]"
ghz_indep_qiskit_9,9,67,58,9,50,3,1.2,4,20.0,20.0,1.0,4.859909296035767,0.0006492137908935,NODE-LEVEL-TIMED,"[4, 4, 4]","[4, 4, 3]","[4, 2, 3]","[4, 3, 2]"
ghz_indep_qiskit_9,9,67,58,9,50,3,1.3,4,20.0,20.0,1.0,4.899305105209351,0.0006461143493652,NODE-LEVEL-TIMED,"[4, 4, 4]","[4, 4, 3]","[4, 2, 3]","[4, 3, 2]"
graphstate_indep_qiskit_10,10,90,80,10,70,3,1.0,4,20.0,30.0,1.5,30.05747008323669,0.0008361339569091,NODE-LEVEL-TIMED,"[4, 3, 4]","[4, 4, 4]","[3, 3, 4]","[3, 4, 3]"
graphstate_indep_qiskit_10,10,90,80,10,70,3,1.1,4,20.0,30.0,1.5,30.28797006607056,0.0008330345153808,NODE-LEVEL-TIMED,"[4, 3, 4]","[4, 4, 4]","[3, 3, 4]","[3, 4, 3]"
graphstate_indep_qiskit_10,10,90,80,10,70,3,1.2,4,20.0,30.0,1.5,30.076435089111328,0.0008330345153808,NODE-LEVEL-TIMED,"[4, 3, 4]","[4, 4, 4]","[3, 3, 4]","[3, 4, 3]"
graphstate_indep_qiskit_10,10,90,80,10,70,3,1.3,5,20.0,50.0,2.5,600.0001292228699,0.0008041858673095,NODE-LEVEL-TIMED,"[4, 5, 4]","[5, 5, 3]","[4, 5, 1]","[3, 5, 2]"
graphstate_indep_qiskit_6,6,54,48,6,42,3,1.0,2,30.0,30.0,1.0,0.0073740482330322,0.0004699230194091,NODE-LEVEL-TIMED,"[2, 2, 2]","[2, 2, 2]","[2, 2, 2]","[4, 0, 2]"
graphstate_indep_qiskit_6,6,54,48,6,42,3,1.1,3,20.0,40.0,2.0,0.4578843116760254,0.0004889965057373,NODE-LEVEL-TIMED,"[3, 3, 3]","[3, 3, 2]","[1, 2, 3]","[2, 3, 1]"
graphstate_indep_qiskit_6,6,54,48,6,42,3,1.2,3,20.0,40.0,2.0,0.4602999687194824,0.0004820823669433,NODE-LEVEL-TIMED,"[3, 3, 3]","[3, 3, 2]","[1, 2, 3]","[2, 3, 1]"
graphstate_indep_qiskit_6,6,54,48,6,42,3,1.3,3,20.0,40.0,2.0,0.4588921070098877,0.0004801750183105,NODE-LEVEL-TIMED,"[3, 3, 3]","[3, 3, 2]","[1, 2, 3]","[2, 3, 1]"
graphstate_indep_qiskit_7,7,63,56,7,49,3,1.0,3,20.0,40.0,2.0,1.2994959354400637,0.0005590915679931,NODE-LEVEL-TIMED,"[3, 3, 2]","[3, 3, 3]","[3, 2, 2]","[3, 2, 2]"
graphstate_indep_qiskit_7,7,63,56,7,49,3,1.1,3,20.0,40.0,2.0,1.312335968017578,0.0005497932434082,NODE-LEVEL-TIMED,"[3, 3, 2]","[3, 3, 3]","[3, 2, 2]","[3, 2, 2]"
graphstate_indep_qiskit_7,7,63,56,7,49,3,1.2,3,20.0,40.0,2.0,1.3129029273986816,0.0005781650543212,NODE-LEVEL-TIMED,"[3, 3, 2]","[3, 3, 3]","[3, 2, 2]","[3, 2, 2]"
graphstate_indep_qiskit_7,7,63,56,7,49,3,1.3,4,0.0,10.0,inf,42.19820690155029,0.0005688667297363,NODE-LEVEL-TIMED,"[3, 4, 0]","[3, 4, 2]","[3, 4, 0]","[3, 3, 1]"
graphstate_indep_qiskit_8,8,72,64,8,56,3,1.0,3,20.0,30.0,1.5,0.0958731174468994,0.0006458759307861,NODE-LEVEL-TIMED,"[3, 3, 3]","[3, 3, 3]","[2, 3, 3]","[3, 2, 3]"
graphstate_indep_qiskit_8,8,72,64,8,56,3,1.1,3,20.0,30.0,1.5,0.0955348014831543,0.0006337165832519,NODE-LEVEL-TIMED,"[3, 3, 3]","[3, 3, 3]","[2, 3, 3]","[3, 2, 3]"
graphstate_indep_qiskit_8,8,72,64,8,56,3,1.2,4,20.0,30.0,1.5,14.4306480884552,0.0006630420684814,NODE-LEVEL-TIMED,"[4, 4, 3]","[4, 4, 1]","[3, 4, 1]","[4, 4, 0]"
graphstate_indep_qiskit_8,8,72,64,8,56,3,1.3,4,20.0,30.0,1.5,14.321661949157717,0.0006647109985351,NODE-LEVEL-TIMED,"[4, 4, 3]","[4, 4, 1]","[3, 4, 1]","[4, 4, 0]"
graphstate_indep_qiskit_9,9,81,72,9,63,3,1.0,3,40.0,30.0,0.75,0.6728968620300293,0.0007071495056152,NODE-LEVEL-TIMED,"[3, 3, 3]","[3, 3, 3]","[3, 3, 3]","[4, 3, 2]"
graphstate_indep_qiskit_9,9,81,72,9,63,3,1.1,4,20.0,40.0,2.0,66.45752882957458,0.0007276535034179,NODE-LEVEL-TIMED,"[4, 4, 4]","[4, 4, 4]","[4, 2, 3]","[3, 3, 3]"
graphstate_indep_qiskit_9,9,81,72,9,63,3,1.2,4,20.0,40.0,2.0,66.44247794151306,0.0007297992706298,NODE-LEVEL-TIMED,"[4, 4, 4]","[4, 4, 4]","[4, 2, 3]","[3, 3, 3]"
graphstate_indep_qiskit_9,9,81,72,9,63,3,1.3,4,20.0,40.0,2.0,66.53775095939636,0.0007381439208984,NODE-LEVEL-TIMED,"[4, 4, 4]","[4, 4, 4]","[4, 2, 3]","[3, 3, 3]"
grover-noancilla_indep_qiskit_10,10,156396,156386,10,130376,3,1.0,4,114416.0,252200.0,2.2042371696266256,1200.377918958664,2343.0594732761383,NODE-LEVEL-TIMED,"[4, 4, 2]","[4, 4, 4]","[10, 0, 0]","[4, 3, 3]"
grover-noancilla_indep_qiskit_10,10,156396,156386,10,130376,3,1.1,4,114416.0,252200.0,2.2042371696266256,1200.3491759300232,2340.308240890503,NODE-LEVEL-TIMED,"[4, 4, 2]","[4, 4, 4]","[10, 0, 0]","[4, 3, 3]"
grover-noancilla_indep_qiskit_10,10,156396,156386,10,130376,3,1.2,4,114416.0,252200.0,2.2042371696266256,1200.6116979122162,2343.9475038051605,NODE-LEVEL-TIMED,"[4, 4, 2]","[4, 4, 4]","[10, 0, 0]","[4, 3, 3]"
grover-noancilla_indep_qiskit_10,10,156396,156386,10,130376,3,1.3,5,85005.0,245190.0,2.884418563613905,1200.6074628829956,2518.965769052505,NODE-LEVEL-TIMED,"[5, 5, 0]","[5, 5, 5]","[10, 0, 0]","[5, 4, 1]"
grover-noancilla_indep_qiskit_6,6,2222,2216,6,1864,3,1.0,2,2400.0,1100.0,0.4583333333333333,0.3287379741668701,0.3932020664215088,NODE-LEVEL-TIMED,"[2, 2, 2]","[2, 2, 2]","[2, 2, 2]","[4, 1, 1]"
grover-noancilla_indep_qiskit_6,6,2222,2216,6,1864,3,1.1,3,2800.0,2870.0,1.025,600.0031208992004,0.3485152721405029,NODE-LEVEL-TIMED,"[3, 3, 3]","[3, 3, 3]","[3, 3, 0]","[3, 2, 1]"
grover-noancilla_indep_qiskit_6,6,2222,2216,6,1864,3,1.2,3,2800.0,2870.0,1.025,600.0030388832092,0.352219820022583,NODE-LEVEL-TIMED,"[3, 3, 3]","[3, 3, 3]","[3, 3, 0]","[3, 2, 1]"
grover-noancilla_indep_qiskit_6,6,2222,2216,6,1864,3,1.3,3,2800.0,2870.0,1.025,600.002879858017,0.3488030433654785,NODE-LEVEL-TIMED,"[3, 3, 3]","[3, 3, 3]","[3, 3, 0]","[3, 2, 1]"
grover-noancilla_indep_qiskit_8,8,18280,18272,8,15248,3,1.0,3,17365.0,18520.0,1.0665131010653617,613.4345717430115,27.684463024139404,NODE-LEVEL-TIMED,"[3, 3, 2]","[3, 3, 3]","[8, 0, 0]","[4, 2, 2]"
grover-noancilla_indep_qiskit_8,8,18280,18272,8,15248,3,1.1,3,17365.0,18520.0,1.0665131010653617,613.0157401561737,26.75767493247986,NODE-LEVEL-TIMED,"[3, 3, 2]","[3, 3, 3]","[8, 0, 0]","[4, 2, 2]"
grover-noancilla_indep_qiskit_8,8,18280,18272,8,15248,3,1.2,4,12244.0,27100.0,2.213328977458347,636.944568157196,26.26634001731873,NODE-LEVEL-TIMED,"[4, 4, 0]","[4, 4, 4]","[8, 0, 0]","[4, 3, 1]"
grover-noancilla_indep_qiskit_8,8,18280,18272,8,15248,3,1.3,4,12244.0,27100.0,2.213328977458347,636.9326388835907,25.889714002609253,NODE-LEVEL-TIMED,"[4, 4, 0]","[4, 4, 4]","[8, 0, 0]","[4, 3, 1]"
grover-noancilla_indep_qiskit_9,9,55083,55074,9,45930,3,1.0,3,52926.0,27800.0,0.5252616861278011,643.3946907520294,255.59193396568295,NODE-LEVEL-TIMED,"[3, 3, 3]","[3, 3, 3]","[9, 0, 0]","[5, 2, 2]"
grover-noancilla_indep_qiskit_9,9,55083,55074,9,45930,3,1.1,4,39485.0,86470.0,2.1899455489426365,886.4504539966583,253.06731700897217,NODE-LEVEL-TIMED,"[4, 4, 1]","[4, 4, 4]","[9, 0, 0]","[4, 3, 2]"
grover-noancilla_indep_qiskit_9,9,55083,55074,9,45930,3,1.2,4,39485.0,86470.0,2.1899455489426365,919.8548212051392,251.81884598731995,NODE-LEVEL-TIMED,"[4, 4, 1]","[4, 4, 4]","[9, 0, 0]","[4, 3, 2]"
grover-noancilla_indep_qiskit_9,9,55083,55074,9,45930,3,1.3,4,39485.0,86470.0,2.1899455489426365,918.3592412471772,250.8898248672485,NODE-LEVEL-TIMED,"[4, 4, 1]","[4, 4, 4]","[9, 0, 0]","[4, 3, 2]"
grover-v-chain_indep_qiskit_7,7,1704,1697,7,1413,3,1.0,3,1284.0,2270.0,1.7679127725856698,600.6896071434021,0.1976330280303955,NODE-LEVEL-TIMED,"[3, 3, 1]","[3, 3, 3]","[7, 0, 0]","[4, 2, 1]"
grover-v-chain_indep_qiskit_7,7,1704,1697,7,1413,3,1.1,3,1284.0,2270.0,1.7679127725856698,600.692183971405,0.1969318389892578,NODE-LEVEL-TIMED,"[3, 3, 1]","[3, 3, 3]","[7, 0, 0]","[4, 2, 1]"
grover-v-chain_indep_qiskit_7,7,1704,1697,7,1413,3,1.2,3,1284.0,2270.0,1.7679127725856698,600.6900537014008,0.1961951255798339,NODE-LEVEL-TIMED,"[3, 3, 1]","[3, 3, 3]","[7, 0, 0]","[4, 2, 1]"
grover-v-chain_indep_qiskit_7,7,1704,1697,7,1413,3,1.3,4,923.0,1980.0,2.1451787648970746,601.2350401878357,0.1719701290130615,NODE-LEVEL-TIMED,"[4, 3, 0]","[4, 4, 4]","[7, 0, 0]","[4, 2, 1]"
grover-v-chain_indep_qiskit_9,9,4975,4966,9,4132,3,1.0,3,4206.0,7220.0,1.71659533999049,603.4585437774658,1.858057975769043,NODE-LEVEL-TIMED,"[3, 3, 3]","[3, 3, 3]","[9, 0, 0]","[5, 2, 2]"
grover-v-chain_indep_qiskit_9,9,4975,4966,9,4132,3,1.1,4,2945.0,6720.0,2.281833616298812,622.5493628978729,1.8255400657653809,NODE-LEVEL-TIMED,"[4, 4, 1]","[4, 4, 3]","[9, 0, 0]","[4, 3, 2]"
grover-v-chain_indep_qiskit_9,9,4975,4966,9,4132,3,1.2,4,2945.0,6720.0,2.281833616298812,622.3689308166504,1.8360600471496584,NODE-LEVEL-TIMED,"[4, 4, 1]","[4, 4, 3]","[9, 0, 0]","[4, 3, 2]"
grover-v-chain_indep_qiskit_9,9,4975,4966,9,4132,3,1.3,4,2945.0,6720.0,2.281833616298812,622.5611901283264,1.8337299823760984,NODE-LEVEL-TIMED,"[4, 4, 1]","[4, 4, 3]","[9, 0, 0]","[4, 3, 2]"
portfolioqaoa_indep_qiskit_10,10,870,860,10,725,3,1.0,4,1030.0,770.0,0.7475728155339806,600.0012791156769,0.054013967514038,NODE-LEVEL-TIMED,"[4, 4, 4]","[4, 4, 4]","[4, 3, 3]","[5, 3, 2]"
portfolioqaoa_indep_qiskit_10,10,870,860,10,725,3,1.1,4,1030.0,770.0,0.7475728155339806,600.00119805336,0.0540919303894043,NODE-LEVEL-TIMED,"[4, 4, 4]","[4, 4, 4]","[4, 3, 3]","[5, 3, 2]"
portfolioqaoa_indep_qiskit_10,10,870,860,10,725,3,1.2,4,1030.0,770.0,0.7475728155339806,600.001179933548,0.0542201995849609,NODE-LEVEL-TIMED,"[4, 4, 4]","[4, 4, 4]","[4, 3, 3]","[5, 3, 2]"
portfolioqaoa_indep_qiskit_10,10,870,860,10,725,3,1.3,5,1050.0,880.0,0.8380952380952381,600.0011968612671,0.0523741245269775,NODE-LEVEL-TIMED,"[5, 5, 5]","[5, 5, 5]","[5, 3, 2]","[5, 4, 1]"
portfolioqaoa_indep_qiskit_6,6,306,300,6,255,3,1.0,2,360.0,160.0,0.4444444444444444,0.0450470447540283,0.0082049369812011,NODE-LEVEL-TIMED,"[2, 2, 2]","[2, 2, 2]","[2, 2, 2]","[4, 1, 1]"
portfolioqaoa_indep_qiskit_6,6,306,300,6,255,3,1.1,3,370.0,340.0,0.918918918918919,600.0004279613495,0.0075881481170654,NODE-LEVEL-TIMED,"[3, 3, 3]","[3, 3, 3]","[3, 1, 2]","[3, 2, 1]"
portfolioqaoa_indep_qiskit_6,6,306,300,6,255,3,1.2,3,370.0,340.0,0.918918918918919,600.0003888607025,0.0071427822113037,NODE-LEVEL-TIMED,"[3, 3, 3]","[3, 3, 3]","[3, 1, 2]","[3, 2, 1]"
portfolioqaoa_indep_qiskit_6,6,306,300,6,255,3,1.3,3,370.0,340.0,0.918918918918919,600.0004150867462,0.0077171325683593,NODE-LEVEL-TIMED,"[3, 3, 3]","[3, 3, 3]","[3, 1, 2]","[3, 2, 1]"
